Name	Value	Access	
CANFD.RMB1.DATA[39]	0x00	ReadWrite	
CANFD.RMB1.DATA[40]	0x00	ReadWrite	
CANFD.RMB1.DATA[41]	0x00	ReadWrite	
CANFD.RMB1.DATA[42]	0x00	ReadWrite	
CANFD.RMB1.DATA[43]	0x00	ReadWrite	
CANFD.RMB1.DATA[44]	0x00	ReadWrite	
CANFD.RMB1.DATA[45]	0x00	ReadWrite	
CANFD.RMB1.DATA[46]	0x00	ReadWrite	
CANFD.RMB1.DATA[47]	0x00	ReadWrite	
CANFD.RMB1.DATA[48]	0x00	ReadWrite	
CANFD.RMB1.DATA[49]	0x00	ReadWrite	
CANFD.RMB1.DATA[50]	0x00	ReadWrite	
CANFD.RMB1.DATA[51]	0x00	ReadWrite	
CANFD.RMB1.DATA[52]	0x00	ReadWrite	
CANFD.RMB1.DATA[53]	0x00	ReadWrite	
CANFD.RMB1.DATA[54]	0x00	ReadWrite	
CANFD.RMB1.DATA[55]	0x00	ReadWrite	
CANFD.RMB1.DATA[56]	0x00	ReadWrite	
CANFD.RMB1.DATA[57]	0x00	ReadWrite	
CANFD.RMB1.DATA[58]	0x00	ReadWrite	
CANFD.RMB1.DATA[59]	0x00	ReadWrite	
CANFD.RMB1.DATA[60]	0x00	ReadWrite	
CANFD.RMB1.DATA[61]	0x00	ReadWrite	
CANFD.RMB1.DATA[62]	0x00	ReadWrite	
CANFD.RMB1.DATA[63]	0x00	ReadWrite	
CANFD.RMB2.HF0	0x0000'0000	ReadWrite	
CANFD.RMB2.HF1	0x0000'0000	ReadWrite	
CANFD.RMB2.HF2	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[0]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[1]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[2]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[3]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[4]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[5]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[6]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[7]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[8]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[9]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[10]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[11]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[12]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[13]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[14]	0x0000'0000	ReadWrite	
CANFD.RMB2.DF[15]	0x0000'0000	ReadWrite	
CANFD.RMB2.DATA[0]	0x00	ReadWrite	
CANFD.RMB2.DATA[1]	0x00	ReadWrite	
CANFD.RMB2.DATA[2]	0x00	ReadWrite	
CANFD.RMB2.DATA[3]	0x00	ReadWrite	
CANFD.RMB2.DATA[4]	0x00	ReadWrite	
CANFD.RMB2.DATA[5]	0x00	ReadWrite	
CANFD.RMB2.DATA[6]	0x00	ReadWrite	
CANFD.RMB2.DATA[7]	0x00	ReadWrite	
CANFD.RMB2.DATA[8]	0x00	ReadWrite	
CANFD.RMB2.DATA[9]	0x00	ReadWrite	
CANFD.RMB2.DATA[10]	0x00	ReadWrite	
CANFD.RMB2.DATA[11]	0x00	ReadWrite	
CANFD.RMB2.DATA[12]	0x00	ReadWrite	
CANFD.RMB2.DATA[13]	0x00	ReadWrite	
CANFD.RMB2.DATA[14]	0x00	ReadWrite	
CANFD.RMB2.DATA[15]	0x00	ReadWrite	
CANFD.RMB2.DATA[16]	0x00	ReadWrite	
CANFD.RMB2.DATA[17]	0x00	ReadWrite	
CANFD.RMB2.DATA[18]	0x00	ReadWrite	
CANFD.RMB2.DATA[19]	0x00	ReadWrite	
CANFD.RMB2.DATA[20]	0x00	ReadWrite	
CANFD.RMB2.DATA[21]	0x00	ReadWrite	
CANFD.RMB2.DATA[22]	0x00	ReadWrite	
CANFD.RMB2.DATA[23]	0x00	ReadWrite	
CANFD.RMB2.DATA[24]	0x00	ReadWrite	
CANFD.RMB2.DATA[25]	0x00	ReadWrite	
CANFD.RMB2.DATA[26]	0x00	ReadWrite	
CANFD.RMB2.DATA[27]	0x00	ReadWrite	
CANFD.RMB2.DATA[28]	0x00	ReadWrite	
CANFD.RMB2.DATA[29]	0x00	ReadWrite	
CANFD.RMB2.DATA[30]	0x00	ReadWrite	
CANFD.RMB2.DATA[31]	0x00	ReadWrite	
CANFD.RMB2.DATA[32]	0x00	ReadWrite	
CANFD.RMB2.DATA[33]	0x00	ReadWrite	
CANFD.RMB2.DATA[34]	0x00	ReadWrite	
CANFD.RMB2.DATA[35]	0x00	ReadWrite	
CANFD.RMB2.DATA[36]	0x00	ReadWrite	
CANFD.RMB2.DATA[37]	0x00	ReadWrite	
CANFD.RMB2.DATA[38]	0x00	ReadWrite	
CANFD.RMB2.DATA[39]	0x00	ReadWrite	
CANFD.RMB2.DATA[40]	0x00	ReadWrite	
CANFD.RMB2.DATA[41]	0x00	ReadWrite	
CANFD.RMB2.DATA[42]	0x00	ReadWrite	
CANFD.RMB2.DATA[43]	0x00	ReadWrite	
CANFD.RMB2.DATA[44]	0x00	ReadWrite	
CANFD.RMB2.DATA[45]	0x00	ReadWrite	
CANFD.RMB2.DATA[46]	0x00	ReadWrite	
CANFD.RMB2.DATA[47]	0x00	ReadWrite	
CANFD.RMB2.DATA[48]	0x00	ReadWrite	
CANFD.RMB2.DATA[49]	0x00	ReadWrite	
CANFD.RMB2.DATA[50]	0x00	ReadWrite	
CANFD.RMB2.DATA[51]	0x00	ReadWrite	
CANFD.RMB2.DATA[52]	0x00	ReadWrite	
CANFD.RMB2.DATA[53]	0x00	ReadWrite	
CANFD.RMB2.DATA[54]	0x00	ReadWrite	
CANFD.RMB2.DATA[55]	0x00	ReadWrite	
CANFD.RMB2.DATA[56]	0x00	ReadWrite	
CANFD.RMB2.DATA[57]	0x00	ReadWrite	
CANFD.RMB2.DATA[58]	0x00	ReadWrite	
CANFD.RMB2.DATA[59]	0x00	ReadWrite	
CANFD.RMB2.DATA[60]	0x00	ReadWrite	
CANFD.RMB2.DATA[61]	0x00	ReadWrite	
CANFD.RMB2.DATA[62]	0x00	ReadWrite	
CANFD.RMB2.DATA[63]	0x00	ReadWrite	
CANFD.RMB3.HF0	0x0000'0000	ReadWrite	
CANFD.RMB3.HF1	0x0000'0000	ReadWrite	
CANFD.RMB3.HF2	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[0]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[1]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[2]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[3]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[4]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[5]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[6]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[7]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[8]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[9]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[10]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[11]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[12]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[13]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[14]	0x0000'0000	ReadWrite	
CANFD.RMB3.DF[15]	0x0000'0000	ReadWrite	
CANFD.RMB3.DATA[0]	0x00	ReadWrite	
CANFD.RMB3.DATA[1]	0x00	ReadWrite	
CANFD.RMB3.DATA[2]	0x00	ReadWrite	
CANFD.RMB3.DATA[3]	0x00	ReadWrite	
CANFD.RMB3.DATA[4]	0x00	ReadWrite	
CANFD.RMB3.DATA[5]	0x00	ReadWrite	
CANFD.RMB3.DATA[6]	0x00	ReadWrite	
CANFD.RMB3.DATA[7]	0x00	ReadWrite	
CANFD.RMB3.DATA[8]	0x00	ReadWrite	
CANFD.RMB3.DATA[9]	0x00	ReadWrite	
CANFD.RMB3.DATA[10]	0x00	ReadWrite	
CANFD.RMB3.DATA[11]	0x00	ReadWrite	
CANFD.RMB3.DATA[12]	0x00	ReadWrite	
CANFD.RMB3.DATA[13]	0x00	ReadWrite	
CANFD.RMB3.DATA[14]	0x00	ReadWrite	
CANFD.RMB3.DATA[15]	0x00	ReadWrite	
CANFD.RMB3.DATA[16]	0x00	ReadWrite	
CANFD.RMB3.DATA[17]	0x00	ReadWrite	
CANFD.RMB3.DATA[18]	0x00	ReadWrite	
CANFD.RMB3.DATA[19]	0x00	ReadWrite	
CANFD.RMB3.DATA[20]	0x00	ReadWrite	
CANFD.RMB3.DATA[21]	0x00	ReadWrite	
CANFD.RMB3.DATA[22]	0x00	ReadWrite	
CANFD.RMB3.DATA[23]	0x00	ReadWrite	
CANFD.RMB3.DATA[24]	0x00	ReadWrite	
CANFD.RMB3.DATA[25]	0x00	ReadWrite	
CANFD.RMB3.DATA[26]	0x00	ReadWrite	
CANFD.RMB3.DATA[27]	0x00	ReadWrite	
CANFD.RMB3.DATA[28]	0x00	ReadWrite	
CANFD.RMB3.DATA[29]	0x00	ReadWrite	
CANFD.RMB3.DATA[30]	0x00	ReadWrite	
CANFD.RMB3.DATA[31]	0x00	ReadWrite	
CANFD.RMB3.DATA[32]	0x00	ReadWrite	
CANFD.RMB3.DATA[33]	0x00	ReadWrite	
CANFD.RMB3.DATA[34]	0x00	ReadWrite	
CANFD.RMB3.DATA[35]	0x00	ReadWrite	
CANFD.RMB3.DATA[36]	0x00	ReadWrite	
CANFD.RMB3.DATA[37]	0x00	ReadWrite	
CANFD.RMB3.DATA[38]	0x00	ReadWrite	
CANFD.RMB3.DATA[39]	0x00	ReadWrite	
CANFD.RMB3.DATA[40]	0x00	ReadWrite	
CANFD.RMB3.DATA[41]	0x00	ReadWrite	
CANFD.RMB3.DATA[42]	0x00	ReadWrite	
CANFD.RMB3.DATA[43]	0x00	ReadWrite	
CANFD.RMB3.DATA[44]	0x00	ReadWrite	
CANFD.RMB3.DATA[45]	0x00	ReadWrite	
CANFD.RMB3.DATA[46]	0x00	ReadWrite	
CANFD.RMB3.DATA[47]	0x00	ReadWrite	
CANFD.RMB3.DATA[48]	0x00	ReadWrite	
CANFD.RMB3.DATA[49]	0x00	ReadWrite	
CANFD.RMB3.DATA[50]	0x00	ReadWrite	
CANFD.RMB3.DATA[51]	0x00	ReadWrite	
CANFD.RMB3.DATA[52]	0x00	ReadWrite	
CANFD.RMB3.DATA[53]	0x00	ReadWrite	
CANFD.RMB3.DATA[54]	0x00	ReadWrite	
CANFD.RMB3.DATA[55]	0x00	ReadWrite	
CANFD.RMB3.DATA[56]	0x00	ReadWrite	
CANFD.RMB3.DATA[57]	0x00	ReadWrite	
CANFD.RMB3.DATA[58]	0x00	ReadWrite	
CANFD.RMB3.DATA[59]	0x00	ReadWrite	
CANFD.RMB3.DATA[60]	0x00	ReadWrite	
CANFD.RMB3.DATA[61]	0x00	ReadWrite	
CANFD.RMB3.DATA[62]	0x00	ReadWrite	
CANFD.RMB3.DATA[63]	0x00	ReadWrite	
CANFD.RMB4.HF0	0x0000'0000	ReadWrite	
CANFD.RMB4.HF1	0x0000'0000	ReadWrite	
CANFD.RMB4.HF2	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[0]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[1]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[2]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[3]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[4]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[5]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[6]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[7]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[8]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[9]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[10]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[11]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[12]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[13]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[14]	0x0000'0000	ReadWrite	
CANFD.RMB4.DF[15]	0x0000'0000	ReadWrite	
CANFD.RMB4.DATA[0]	0x00	ReadWrite	
CANFD.RMB4.DATA[1]	0x00	ReadWrite	
CANFD.RMB4.DATA[2]	0x00	ReadWrite	
CANFD.RMB4.DATA[3]	0x00	ReadWrite	
CANFD.RMB4.DATA[4]	0x00	ReadWrite	
CANFD.RMB4.DATA[5]	0x00	ReadWrite	
CANFD.RMB4.DATA[6]	0x00	ReadWrite	
CANFD.RMB4.DATA[7]	0x00	ReadWrite	
CANFD.RMB4.DATA[8]	0x00	ReadWrite	
CANFD.RMB4.DATA[9]	0x00	ReadWrite	
CANFD.RMB4.DATA[10]	0x00	ReadWrite	
CANFD.RMB4.DATA[11]	0x00	ReadWrite	
CANFD.RMB4.DATA[12]	0x00	ReadWrite	
CANFD.RMB4.DATA[13]	0x00	ReadWrite	
CANFD.RMB4.DATA[14]	0x00	ReadWrite	
CANFD.RMB4.DATA[15]	0x00	ReadWrite	
CANFD.RMB4.DATA[16]	0x00	ReadWrite	
CANFD.RMB4.DATA[17]	0x00	ReadWrite	
CANFD.RMB4.DATA[18]	0x00	ReadWrite	
CANFD.RMB4.DATA[19]	0x00	ReadWrite	
CANFD.RMB4.DATA[20]	0x00	ReadWrite	
CANFD.RMB4.DATA[21]	0x00	ReadWrite	
CANFD.RMB4.DATA[22]	0x00	ReadWrite	
CANFD.RMB4.DATA[23]	0x00	ReadWrite	
CANFD.RMB4.DATA[24]	0x00	ReadWrite	
CANFD.RMB4.DATA[25]	0x00	ReadWrite	
CANFD.RMB4.DATA[26]	0x00	ReadWrite	
CANFD.RMB4.DATA[27]	0x00	ReadWrite	
CANFD.RMB4.DATA[28]	0x00	ReadWrite	
CANFD.RMB4.DATA[29]	0x00	ReadWrite	
CANFD.RMB4.DATA[30]	0x00	ReadWrite	
CANFD.RMB4.DATA[31]	0x00	ReadWrite	
CANFD.RMB4.DATA[32]	0x00	ReadWrite	
CANFD.RMB4.DATA[33]	0x00	ReadWrite	
CANFD.RMB4.DATA[34]	0x00	ReadWrite	
CANFD.RMB4.DATA[35]	0x00	ReadWrite	
CANFD.RMB4.DATA[36]	0x00	ReadWrite	
CANFD.RMB4.DATA[37]	0x00	ReadWrite	
CANFD.RMB4.DATA[38]	0x00	ReadWrite	
CANFD.RMB4.DATA[39]	0x00	ReadWrite	
CANFD.RMB4.DATA[40]	0x00	ReadWrite	
CANFD.RMB4.DATA[41]	0x00	ReadWrite	
CANFD.RMB4.DATA[42]	0x00	ReadWrite	
CANFD.RMB4.DATA[43]	0x00	ReadWrite	
CANFD.RMB4.DATA[44]	0x00	ReadWrite	
CANFD.RMB4.DATA[45]	0x00	ReadWrite	
CANFD.RMB4.DATA[46]	0x00	ReadWrite	
CANFD.RMB4.DATA[47]	0x00	ReadWrite	
CANFD.RMB4.DATA[48]	0x00	ReadWrite	
CANFD.RMB4.DATA[49]	0x00	ReadWrite	
CANFD.RMB4.DATA[50]	0x00	ReadWrite	
CANFD.RMB4.DATA[51]	0x00	ReadWrite	
CANFD.RMB4.DATA[52]	0x00	ReadWrite	
CANFD.RMB4.DATA[53]	0x00	ReadWrite	
CANFD.RMB4.DATA[54]	0x00	ReadWrite	
CANFD.RMB4.DATA[55]	0x00	ReadWrite	
CANFD.RMB4.DATA[56]	0x00	ReadWrite	
CANFD.RMB4.DATA[57]	0x00	ReadWrite	
CANFD.RMB4.DATA[58]	0x00	ReadWrite	
CANFD.RMB4.DATA[59]	0x00	ReadWrite	
CANFD.RMB4.DATA[60]	0x00	ReadWrite	
CANFD.RMB4.DATA[61]	0x00	ReadWrite	
CANFD.RMB4.DATA[62]	0x00	ReadWrite	
CANFD.RMB4.DATA[63]	0x00	ReadWrite	
CANFD.RMB5.HF0	0x0000'0000	ReadWrite	
CANFD.RMB5.HF1	0x0000'0000	ReadWrite	
CANFD.RMB5.HF2	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[0]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[1]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[2]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[3]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[4]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[5]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[6]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[7]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[8]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[9]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[10]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[11]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[12]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[13]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[14]	0x0000'0000	ReadWrite	
CANFD.RMB5.DF[15]	0x0000'0000	ReadWrite	
CANFD.RMB5.DATA[0]	0x00	ReadWrite	
CANFD.RMB5.DATA[1]	0x00	ReadWrite	
CANFD.RMB5.DATA[2]	0x00	ReadWrite	
CANFD.RMB5.DATA[3]	0x00	ReadWrite	
CANFD.RMB5.DATA[4]	0x00	ReadWrite	
CANFD.RMB5.DATA[5]	0x00	ReadWrite	
CANFD.RMB5.DATA[6]	0x00	ReadWrite	
CANFD.RMB5.DATA[7]	0x00	ReadWrite	
CANFD.RMB5.DATA[8]	0x00	ReadWrite	
CANFD.RMB5.DATA[9]	0x00	ReadWrite	
CANFD.RMB5.DATA[10]	0x00	ReadWrite	
CANFD.RMB5.DATA[11]	0x00	ReadWrite	
CANFD.RMB5.DATA[12]	0x00	ReadWrite	
CANFD.RMB5.DATA[13]	0x00	ReadWrite	
CANFD.RMB5.DATA[14]	0x00	ReadWrite	
CANFD.RMB5.DATA[15]	0x00	ReadWrite	
CANFD.RMB5.DATA[16]	0x00	ReadWrite	
CANFD.RMB5.DATA[17]	0x00	ReadWrite	
CANFD.RMB5.DATA[18]	0x00	ReadWrite	
CANFD.RMB5.DATA[19]	0x00	ReadWrite	
CANFD.RMB5.DATA[20]	0x00	ReadWrite	
CANFD.RMB5.DATA[21]	0x00	ReadWrite	
CANFD.RMB5.DATA[22]	0x00	ReadWrite	
CANFD.RMB5.DATA[23]	0x00	ReadWrite	
CANFD.RMB5.DATA[24]	0x00	ReadWrite	
CANFD.RMB5.DATA[25]	0x00	ReadWrite	
CANFD.RMB5.DATA[26]	0x00	ReadWrite	
CANFD.RMB5.DATA[27]	0x00	ReadWrite	
CANFD.RMB5.DATA[28]	0x00	ReadWrite	
CANFD.RMB5.DATA[29]	0x00	ReadWrite	
CANFD.RMB5.DATA[30]	0x00	ReadWrite	
CANFD.RMB5.DATA[31]	0x00	ReadWrite	
CANFD.RMB5.DATA[32]	0x00	ReadWrite	
CANFD.RMB5.DATA[33]	0x00	ReadWrite	
CANFD.RMB5.DATA[34]	0x00	ReadWrite	
CANFD.RMB5.DATA[35]	0x00	ReadWrite	
CANFD.RMB5.DATA[36]	0x00	ReadWrite	
CANFD.RMB5.DATA[37]	0x00	ReadWrite	
CANFD.RMB5.DATA[38]	0x00	ReadWrite	
CANFD.RMB5.DATA[39]	0x00	ReadWrite	
CANFD.RMB5.DATA[40]	0x00	ReadWrite	
CANFD.RMB5.DATA[41]	0x00	ReadWrite	
CANFD.RMB5.DATA[42]	0x00	ReadWrite	
CANFD.RMB5.DATA[43]	0x00	ReadWrite	
CANFD.RMB5.DATA[44]	0x00	ReadWrite	
CANFD.RMB5.DATA[45]	0x00	ReadWrite	
CANFD.RMB5.DATA[46]	0x00	ReadWrite	
CANFD.RMB5.DATA[47]	0x00	ReadWrite	
CANFD.RMB5.DATA[48]	0x00	ReadWrite	
CANFD.RMB5.DATA[49]	0x00	ReadWrite	
CANFD.RMB5.DATA[50]	0x00	ReadWrite	
CANFD.RMB5.DATA[51]	0x00	ReadWrite	
CANFD.RMB5.DATA[52]	0x00	ReadWrite	
CANFD.RMB5.DATA[53]	0x00	ReadWrite	
CANFD.RMB5.DATA[54]	0x00	ReadWrite	
CANFD.RMB5.DATA[55]	0x00	ReadWrite	
CANFD.RMB5.DATA[56]	0x00	ReadWrite	
CANFD.RMB5.DATA[57]	0x00	ReadWrite	
CANFD.RMB5.DATA[58]	0x00	ReadWrite	
CANFD.RMB5.DATA[59]	0x00	ReadWrite	
CANFD.RMB5.DATA[60]	0x00	ReadWrite	
CANFD.RMB5.DATA[61]	0x00	ReadWrite	
CANFD.RMB5.DATA[62]	0x00	ReadWrite	
CANFD.RMB5.DATA[63]	0x00	ReadWrite	
CANFD.RMB6.HF0	0x0000'0000	ReadWrite	
CANFD.RMB6.HF1	0x0000'0000	ReadWrite	
CANFD.RMB6.HF2	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[0]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[1]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[2]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[3]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[4]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[5]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[6]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[7]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[8]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[9]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[10]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[11]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[12]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[13]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[14]	0x0000'0000	ReadWrite	
CANFD.RMB6.DF[15]	0x0000'0000	ReadWrite	
CANFD.RMB6.DATA[0]	0x00	ReadWrite	
CANFD.RMB6.DATA[1]	0x00	ReadWrite	
CANFD.RMB6.DATA[2]	0x00	ReadWrite	
CANFD.RMB6.DATA[3]	0x00	ReadWrite	
CANFD.RMB6.DATA[4]	0x00	ReadWrite	
CANFD.RMB6.DATA[5]	0x00	ReadWrite	
CANFD.RMB6.DATA[6]	0x00	ReadWrite	
CANFD.RMB6.DATA[7]	0x00	ReadWrite	
CANFD.RMB6.DATA[8]	0x00	ReadWrite	
CANFD.RMB6.DATA[9]	0x00	ReadWrite	
CANFD.RMB6.DATA[10]	0x00	ReadWrite	
CANFD.RMB6.DATA[11]	0x00	ReadWrite	
CANFD.RMB6.DATA[12]	0x00	ReadWrite	
CANFD.RMB6.DATA[13]	0x00	ReadWrite	
CANFD.RMB6.DATA[14]	0x00	ReadWrite	
CANFD.RMB6.DATA[15]	0x00	ReadWrite	
CANFD.RMB6.DATA[16]	0x00	ReadWrite	
CANFD.RMB6.DATA[17]	0x00	ReadWrite	
CANFD.RMB6.DATA[18]	0x00	ReadWrite	
CANFD.RMB6.DATA[19]	0x00	ReadWrite	
CANFD.RMB6.DATA[20]	0x00	ReadWrite	
CANFD.RMB6.DATA[21]	0x00	ReadWrite	
CANFD.RMB6.DATA[22]	0x00	ReadWrite	
CANFD.RMB6.DATA[23]	0x00	ReadWrite	
CANFD.RMB6.DATA[24]	0x00	ReadWrite	
CANFD.RMB6.DATA[25]	0x00	ReadWrite	
CANFD.RMB6.DATA[26]	0x00	ReadWrite	
CANFD.RMB6.DATA[27]	0x00	ReadWrite	
CANFD.RMB6.DATA[28]	0x00	ReadWrite	
CANFD.RMB6.DATA[29]	0x00	ReadWrite	
CANFD.RMB6.DATA[30]	0x00	ReadWrite	
CANFD.RMB6.DATA[31]	0x00	ReadWrite	
CANFD.RMB6.DATA[32]	0x00	ReadWrite	
CANFD.RMB6.DATA[33]	0x00	ReadWrite	
CANFD.RMB6.DATA[34]	0x00	ReadWrite	
CANFD.RMB6.DATA[35]	0x00	ReadWrite	
CANFD.RMB6.DATA[36]	0x00	ReadWrite	
CANFD.RMB6.DATA[37]	0x00	ReadWrite	
CANFD.RMB6.DATA[38]	0x00	ReadWrite	
CANFD.RMB6.DATA[39]	0x00	ReadWrite	
CANFD.RMB6.DATA[40]	0x00	ReadWrite	
CANFD.RMB6.DATA[41]	0x00	ReadWrite	
CANFD.RMB6.DATA[42]	0x00	ReadWrite	
CANFD.RMB6.DATA[43]	0x00	ReadWrite	
CANFD.RMB6.DATA[44]	0x00	ReadWrite	
CANFD.RMB6.DATA[45]	0x00	ReadWrite	
CANFD.RMB6.DATA[46]	0x00	ReadWrite	
CANFD.RMB6.DATA[47]	0x00	ReadWrite	
CANFD.RMB6.DATA[48]	0x00	ReadWrite	
CANFD.RMB6.DATA[49]	0x00	ReadWrite	
CANFD.RMB6.DATA[50]	0x00	ReadWrite	
CANFD.RMB6.DATA[51]	0x00	ReadWrite	
CANFD.RMB6.DATA[52]	0x00	ReadWrite	
CANFD.RMB6.DATA[53]	0x00	ReadWrite	
CANFD.RMB6.DATA[54]	0x00	ReadWrite	
CANFD.RMB6.DATA[55]	0x00	ReadWrite	
CANFD.RMB6.DATA[56]	0x00	ReadWrite	
CANFD.RMB6.DATA[57]	0x00	ReadWrite	
CANFD.RMB6.DATA[58]	0x00	ReadWrite	
CANFD.RMB6.DATA[59]	0x00	ReadWrite	
CANFD.RMB6.DATA[60]	0x00	ReadWrite	
CANFD.RMB6.DATA[61]	0x00	ReadWrite	
CANFD.RMB6.DATA[62]	0x00	ReadWrite	
CANFD.RMB6.DATA[63]	0x00	ReadWrite	
CANFD.RMB7.HF0	0x0000'0000	ReadWrite	
CANFD.RMB7.HF1	0x0000'0000	ReadWrite	
CANFD.RMB7.HF2	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[0]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[1]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[2]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[3]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[4]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[5]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[6]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[7]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[8]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[9]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[10]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[11]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[12]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[13]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[14]	0x0000'0000	ReadWrite	
CANFD.RMB7.DF[15]	0x0000'0000	ReadWrite	
CANFD.RMB7.DATA[0]	0x00	ReadWrite	
CANFD.RMB7.DATA[1]	0x00	ReadWrite	
CANFD.RMB7.DATA[2]	0x00	ReadWrite	
CANFD.RMB7.DATA[3]	0x00	ReadWrite	
CANFD.RMB7.DATA[4]	0x00	ReadWrite	
CANFD.RMB7.DATA[5]	0x00	ReadWrite	
CANFD.RMB7.DATA[6]	0x00	ReadWrite	
CANFD.RMB7.DATA[7]	0x00	ReadWrite	
CANFD.RMB7.DATA[8]	0x00	ReadWrite	
CANFD.RMB7.DATA[9]	0x00	ReadWrite	
CANFD.RMB7.DATA[10]	0x00	ReadWrite	
CANFD.RMB7.DATA[11]	0x00	ReadWrite	
